file	status	slides	text_chars	sample
D:\Project\Project-On\CANTIQUE D'ADORATION\ma religion.ppt	OK	19	2613	Ma religion, oh C’est la religion du sang Ma religion, oh Elle est du sang | Depuis l’éden C’est le sang La chute vint par le sang Le rétablissement Aussi par le sang Quand Adam pécha C’était le sang | Il a fallu un sang
D:\Project\Project-On\CANTIQUE D'ADORATION\Ma richesse et ma gloire 1.ppt	OK	3	594	MA RICHESSE ET MA GLOIRE Ma richesse, ma gloire Et ma félicité, Ô Jésus ! C’est de croire Que tu m’a racheté. Rempli de confiance En Toi, divin, Sauveur, Je vis dans l’espérance Et je marche sans peur. | Rien n’ôte les s
D:\Project\Project-On\CANTIQUE D'ADORATION\Ma richesse et ma gloire.ppt	OK	3	647	60. MA RICHESSE ET MA GLOIRE * Ma richesse, ma gloire Et ma félicité, ô Jésus ! C’est de croire Que tu m’a racheté. Rempli de confiance En Toi, divin, Sauveur, Je vis dans l’espérance Et je marche sans peur. | * Rien n’ô
D:\Project\Project-On\CANTIQUE D'ADORATION\Majesté.ppt	OK	2	356	368.MAJESTE ( G ) Majesté, à Lui la majesté, A Jésus soit louange, honneur et gloire Majesté, suprême autorité, Du haut des cieux Son règne vient Sur tous les siens | Exaltons et célébrons le Nom de Jésus Glorifions et p
D:\Project\Project-On\CANTIQUE D'ADORATION\Majesty.ppt	OK	1	197	Majesté Majesté, majesté Ta grâce m’a trouvé tel que je suis Les mains vides mais vivant dans tes bras Majesté, majesté A jamais ton amour m’a changé Dans la présence de ta majesté Majesté, majesté
D:\Project\Project-On\CANTIQUE D'ADORATION\Makila na Nkolo Yesu.ppt	OK	5	432	25b. MAKILA NA NKOLO YESU ( C ) Makila na Nkolo Yesu Oyo asopaki (Ekoki na kosukola masumu na biso ) (3x) | Mpo masumu ekoki te Kolongola mabe (bobele makila oyo ya muana na mpate) (3x) | Moyibi asepelaki Komona makila y
D:\Project\Project-On\CANTIQUE D'ADORATION\Matin de la résurrection.ppt	OK	8	1575	152. MATIN DE LA RESURRECTION ( Ab ) * Matin de la résurrection, La trompette de Dieu sonnera. Nous vivrons! (alléluia !), nous vivrons! Les saints viendront se réjouissant, Aucune larme ne sera trouvée, Nous vivrons, (a
D:\Project\Project-On\CANTIQUE D'ADORATION\Mboka ejali likolo na njambe.ppt	OK	8	802	558.MBOKA EJALI NA NJAMBE Mboka ejali likolo na Njambe Mpo na bango balingi Mpe ye Bango mpe bayokaka yesu Mpe batosi mibeko na yei | Mboka ye, mboka ye Mboka Yesu bakei seko nye Mboka ye, mboka ye Bakobika na bomoi na y
D:\Project\Project-On\CANTIQUE D'ADORATION\Mboka pole mpe kitoko (2).ppt	OK	8	689	535a. MBOKA POLE MPE KITOKO (G) Mboka Pole mpe kitoko Ezali na likolo Moto te awa na mokili Amoni kitoko oyo. | Na mboka oyo kitoko Mwana Mpate Ye moko Ye nde bolingo na Nzambe Akongenga libela | Kuna nkembo ekozala Mpe 
D:\Project\Project-On\CANTIQUE D'ADORATION\Mboka pole mpe kitoko.ppt	OK	8	689	535a. MBOKA POLE MPE KITOKO (G) Mboka Pole mpe kitoko Ezali na likolo Moto te awa na mokili Amoni kitoko oyo. | Na mboka oyo kitoko Mwana Mpate Ye moko Ye nde bolingo na Nzambe Akongenga libela | Kuna nkembo ekozala Mpe 
D:\Project\Project-On\CANTIQUE D'ADORATION\Merci d'un coeur reconnaissant.ppt	OK	2	260	Merci d’un cœur reconnaisant Merci d’un cœur reconnaissant Merci ô Seigneur trois fois saint Merci car tu nous a donné Jésus Christ ton fils | Maintenant que le faible dise je suis fort Que le pauvre dise je suis riche D
D:\Project\Project-On\CANTIQUE D'ADORATION\Merci Jésus pour la grâce.ppt	OK	2	293	486.MERCI JESUS POUR LA GRACE ( D ) * Merci Jésus, Pour la grâce que Tu nous a faite. Je ne saurais la payer de tout mon cœur Je Te le dit oh ! Merci. | Thanks you Jesus For the grace that you have given us now i can rep
D:\Project\Project-On\CANTIQUE D'ADORATION\Merci Jésus.ppt	OK	2	292	486.MERCI JESUS POUR LA GRACE ( D ) * Merci Jésus, Pour la grâce que Tu nous a fait. Je ne saurais la payer de tout mon cœur Je Te le dit oh ! Merci. | Thanks you Jesus For the grace that you have given us now i can repe
D:\Project\Project-On\CANTIQUE D'ADORATION\Merci pour ma prédestination.ppt	OK	8	893	212. MERCI POUR MA PREDESTINATION ( D ) * Oh oui, oh oui merci Seigneur (x2) Oui mon Seigneur je Te loue pour ma prédestination(x2) | * Quand je vois le monde aujourd’hui sous mes pieds (x2) Oui mon Seigneur je Te loue p
D:\Project\Project-On\CANTIQUE D'ADORATION\Merveilleux Bienveillant Sauveur.ppt	OK	3	420	Merveilleux bienveillant Sauveur Précieux rédempteur ami Qui pouvait penser qu’un agneau Rachèterai nos âmes Oh oh rachèterai nos âmes | Conseiller gardien qui console Esprit que nous chérissons Tu nous donnes bienveilla
D:\Project\Project-On\CANTIQUE D'ADORATION\Mes brebis connaissent ma voix.ppt	OK	6	1184	61. MES BREBIS CONNAISSENT BREBIS MA VOIX ( Bb ) * Mes brebis connaissent ma voix et mon chemin, Elles me suivent partout où je vais. Elles connaissent ma voix Et viennent quand j’appelle, Elles ignorent la voix d’un étr
D:\Project\Project-On\CANTIQUE D'ADORATION\Mien mien mien Jésus est mien.ppt	OK	3	364	370.MIEN, MIEN, MIEN, JESUS EST MIEN ( F ) *Mien, mien, mien, Jésus est mien (x2) Jésus est mon Sauveur Tous les jours Mien, mien, mien, Jésus est mien. | * Mine, mine, mine, Jesus is mine (x2) Jesus is may Saviour day b
D:\Project\Project-On\CANTIQUE D'ADORATION\Miséricorde insondable.ppt	OK	8	1013	62. MISERICORDE INSONDABLE (G ) * Miséricorde insondable ! Dieu peut-il tout pardonner ? Absoudre un si grand coupable, Et mes péchés oubliés ? | Jésus, je viens! je viens à Toi ! Tel que je suis, je viens à Toi ! Jésus,
D:\Project\Project-On\CANTIQUE D'ADORATION\Miséricorde insondable1.ppt	OK	8	1009	MISERICORDE INSONDABLE (G ) * Miséricorde insondable ! Dieu peut-il tout pardonner ? Absoudre un si grand coupable, Et mes péchés oubliés ? | Jésus, je viens! je viens à Toi ! Tel que je suis, je viens à Toi ! Jésus, je 
D:\Project\Project-On\CANTIQUE D'ADORATION\Miso mibale.ppt	OK	1	241	371.MISO MIBALE ( Eb ) * Miso mibale koluka Njambe Matoyi koyoka makambo na Ye, Maboko na ngai kosalela Ye Makolo kokende na njela na Ye Lolemo na kosola solo, Motema na bolingo be. Kamata yango Yesu na ngai, Yonso kotos
D:\Project\Project-On\CANTIQUE D'ADORATION\Mobembo na likolo.ppt	OK	6	825	MOBEMBO NA LIKOLO Chœur : Mobembo na likolo (x2) Ezali kati na ekulusu. Mpona kokende likolo, basengaka mosolo te, basengaka mayele te, basengi se kondimela. | Chœur : Mobembo na likolo (x2) Ezali kati na ekulusu. Mpona 
D:\Project\Project-On\CANTIQUE D'ADORATION\Mobikisi na ngai nkolo Yesu.ppt	OK	6	601	372.MOBIKISI NA NGAI, NKOLO YESU. ( G ) * Mobikisi na ngai, Nkolo Yesu, Pemisa ngai mboka na Yo Yo nde mwana na mpate (x2) Longola ngai na mabe. | Kati na Makila na Yo Petola motema na ngai Limbisa ngai mosikoli Nkolo Ye
D:\Project\Project-On\CANTIQUE D'ADORATION\Moboko na lingomba.ppt	OK	4	678	373.MOBOKO NA LINGOMBA ( Eb ) * Moboko na Lingomba Mobikisi Yesu, Ajalisaki yango Na nguya na bomoi Akiti na likolo Koluka yango mpe Asikolaki bato Baingela na Ye. | * Aponi bango awa Libota moko te Bajali Nkolo moko Kon
D:\Project\Project-On\CANTIQUE D'ADORATION\Moi kitoko na motema na ngai.ppt	OK	7	654	MOYI KITOKO NA MOTEMA NA NGAI EKOGENGE EKO PESA POLE NATONDAMI NA BOLINGO NALINGI MPE KOYEMBA. | POLELE NA NKOLO YESU MOYI KITOKO NA NZAMBE ETANISI BOMOYI NA NGAI EPELISI MOTEMA | MOYI KITOKO NA MOTEMA NA NGAI EKOGENGE E
D:\Project\Project-On\CANTIQUE D'ADORATION\MOKO TE.ppt	ERR: Error HRESULT E_FAIL has been returned from a call to a COM component.	0	0	
D:\Project\Project-On\CANTIQUE D'ADORATION\Moment de prière.ppt	OK	3	827	64. MOMENT DE PRIERE ( Eb ) * Moment de prière, moment de prière Qui m’appelle d’un monde de soucis Et m’approche du trône de mon Père Pour faire connaître mes désirs, En temps de peines et de chagrins, Mon âme est toujo
D:\Project\Project-On\CANTIQUE D'ADORATION\Mon coeur angoissé.ppt	OK	8	1317	129. IL M’A SORTI ( Eb) Mon cœur angoissé sous l’œil sévère de Dieu, Dans la fosse où mes péchés m’avaient plongé; De la boue profonde, j’ai crié au Seigneur ! Qui tendrement m’emmena au jour doré. | Il m’a sorti de la b
D:\Project\Project-On\CANTIQUE D'ADORATION\Mon coeur chante aujourd'hui.ppt	OK	6	1180	489.MON CŒUR CHANTE AUJOURD’HUI ( Ab ) * Mon cœur chante aujourd’hui de joie, d’allégresse : Jésus sauve, satisfait, bannit ma tristesse; Plus de condamnation, J’ai la paix en moi, Jésus est merveilleux, puissant pour sa
D:\Project\Project-On\CANTIQUE D'ADORATION\Mon coeur est plein de joie.ppt	OK	6	977	569.MON CŒUR EST PLEIN DE JOIE Mon cœur est plein de joie, Je suis l’enfant de Dieu, Jésus le dit et je le crois Je sais qu’Il est venu pour moi, Pour moi Il est mort sur la croix Je suis l’enfant de Dieu | Oh ! Alléluia
D:\Project\Project-On\CANTIQUE D'ADORATION\mon dieu pres de toi.ppt	OK	8	750	66a. MON DIEU PLUS PRES DE TOI ( Eb ) Mon Dieu plus près de Toi Plus près de Toi C’est le mot de ma foi Plus près de Toi | Dans le jour où l’épreuve Déborde comme un fleuve Garde-moi près de Toi Plus près de Toi | Plus p
D:\Project\Project-On\CANTIQUE D'ADORATION\Mon Jésus je t'aime.ppt	OK	6	597	MON JESUS JE T’AIME Mon Jésus je t’aime, mon cœur t’appartiens Et tout mon être j’abandonne dans Tes mains, Mon précieux Rédempteur, Mon Sauveur, mon Roi | Si jamais je T’ai aimé, Mon Jésus, c’est maintenant | Je T’aime 
D:\Project\Project-On\CANTIQUE D'ADORATION\Mon père mon père.ppt	OK	9	586	376.MON PERE, MON PERE ( D ) Mon Père, mon Père Char d’Israël Et Sa Cavalerie alléluia! | * Énoch alla dans la gloire Sur le char de feu alléluia ! | Mon Père, mon Père Char d’Israël Et Sa Cavalerie alléluia! | * Elie al
D:\Project\Project-On\CANTIQUE D'ADORATION\Mon rédempteur est descendu de sa gloire.ppt	OK	6	1003	516. MON REDEMPTEUR EST DESCENDU DE SA GLOIRE (F) Mon Rédempteur est descendu de sa gloire Mon Dieu et Sauveur Jésus est son Nom Né dans l’étable, étranger aux siens Un homme des douleurs, des larmes et d’angoisses | Oh 
D:\Project\Project-On\CANTIQUE D'ADORATION\Mon sauveur souffrit sur la croix.ppt	OK	10	1314	153. MON SAUVEUR SOUFFRIT SUR LA CROIX ( G ) * Mon sauveur souffrit sur la croix, Gloire à l’Agneau de Dieu! Oh! Viens le louer avec moi; Gloire à l’Agneau de Dieu! | L’Agneau! L’Agneau! L’Agneau de Dieu! J’aime l’écho d
D:\Project\Project-On\CANTIQUE D'ADORATION\Mon vrai ami c'est Jésus.ppt	OK	5	538	MON VRAI AMI C’EST JESUS Mon vrai ami c’est Jésus Je vais marcher avec Lui Mon vrai ami c’est Jésus Mon ami pour toujours | 1. Les amis de ce monde; Ils m’abandonneront Mais il y a un vrai ami qui ne peut m’abandonner | 
D:\Project\Project-On\CANTIQUE D'ADORATION\Moto epeli na motema.ppt	OK	1	194	145b. MOTO EPELI NA MOTEMA ( G ) Moto epeli na motema (4x) Nalingi Ye na motema (4x) Alléluia, Nkembo na Ye (4x) Yesu akoya koluka ngai (4x) Na yambi Ye na motema (4x) O yamba Ye na esengo (4x)
D:\Project\Project-On\CANTIQUE D'ADORATION\Moto mokuse momboyo.ppt	OK	2	286	MOTO MOKUSE ZAKAYO Moto mokuse mamboye 4x Mabakoma ngai matene 4x akeke ngai ibenge yesu Makolo ma nagai matene 4x Akeke ngai ibenga yesu | Moto mokuse zakayo 4x Amataki na nzetz na vino 4x Yesu alobi kita awa 4x Liloba 
D:\Project\Project-On\CANTIQUE D'ADORATION\Mumanyi munene wa nvita.ppt	OK	10	1112	377b.MUMANYI MUNENE WA NVITA ( G ) * Mumanyi munene wa nvita, Mutshimunyi wa kale kale, Tshilobo tshikole mu mvita, Yesu ukena kutshimuna. | Tshilobo we, Juka wenda, Madiunda mu balutshi bebe, Bana bebe, babandila luendu
D:\Project\Project-On\CANTIQUE D'ADORATION\Na bomoi na ngai.ppt	OK	5	507	307b.NA BOMOI NA NGAI ( G ) * Na bomoi na ngai (x2) Kosalela Yesu Mokonzi. | * Motema na ngai (x2) Na kolinga Yesu Mokonzi (x2) * Monoko na ngai (x2) Nakoteya Yesu mokonzi. | * Na miso na ngai (x2) Nakomona Yesu Mokonzi.
D:\Project\Project-On\CANTIQUE D'ADORATION\Na galilaya bayekoli.ppt	OK	8	1176	NA GALILAYA BAYEKOLI, BALUKI NA EBEI ( A ) * Na Galilaya bayekoli, baluki na ebei Batindami malembe mpe basepeli na nye | Batindami malembe, Batindami malembe, Batindami malembe mpe basepeli na nye * Etamboli ebei esili,
D:\Project\Project-On\CANTIQUE D'ADORATION\Na kokweya te.ppt	OK	10	864	134b. NA KOKWEYA TE ( Ab ) * Yesu mobikisi, nakokweya te Na bolingo na ye, nakokweya te Lokola nzete pene na ebale Na kokweya te. | Nakokweya te (2x) Lokola nzete pene na ebale Nakokweya te. | * Ee kati na Kristo, nakokw
D:\Project\Project-On\CANTIQUE D'ADORATION\Na koyemba na nzela.ppt	OK	8	1043	565.NA KOYEMBA NA NZELA Nakoyemba na nzela Komema bato Kuna na ekulusu, Elonga ezali. Mbanzi mingi ezokisi, Nkolo ayebi Azali kokamba mpe na bili Ye. | Nalingi komona, Komona Yesu, Nayemba n’ esengo Ngolu na Yesu, Na nze
D:\Project\Project-On\CANTIQUE D'ADORATION\Na mobembo banga te.ppt	OK	3	315	381.NA MOBEMBO BANGA TE * Na mobembo banga te Yesu azali liboso, Yesu ye Mosikoli, Bila Ye kati na kondima, | * Mpe soko okwei na nzela, Tala Yesu Mokonzi, Azali na likolo, Mpe akobondela mpo na yo | * Sik’awa simba lobo
D:\Project\Project-On\CANTIQUE D'ADORATION\Na sepeli kosalela yo.ppt	OK	10	797	91. NA SEPELI KOSALELA YO ( D ) * Nasepeli kosalela Yo, Mobikisi, Na esengo namipesi mobimba na Yo. | Kamata motema na ngai, Yonso mpo na Yo, Batelaka ngai na mabe, Na ngolu na Yo. | * Yesu nalingi kojala peto mpo na Yo 
D:\Project\Project-On\CANTIQUE D'ADORATION\Nabelema na yo.ppt	OK	4	443	NABELEMA NA YO Nabelema na yo Njambe na ngai Ata nanetwi na Ekulusu mpe Nde nakoloba tee Nabelema na yo Njambe na nga | Soko nalembi mpe Butu eyei Ata najingami Na molili pili Nde nakobondela, Nabelema na yo Njambe na ng
D:\Project\Project-On\CANTIQUE D'ADORATION\Nafukami n'ekulusu.ppt	OK	6	809	3b. NA FUKAMI N’EKULUSU ( G ) * Na fukami n’Ekulusu Na makolo na Nkolo Pene na Ye, ngai nandimi Kozala moyekoli Mpate na etonga na Ye Na Loboko ya Nkolo Na ngomba to na matiti Esengo na motema | Nafukami n’Ekulusu Na mak
D:\Project\Project-On\CANTIQUE D'ADORATION\Nakoyemba na nzela.ppt	OK	8	1042	565.NAKOYEMBA NA NZELA Nakoyemba na nzela Komema bato Kuna na ekulusu, Elonga ezali. Mbanzi mingi ezokisi, Nkolo ayebi Azali kokamba mpe na bili Ye. | Nalingi komona, Komona Yesu, Nayemba n’ esengo Ngolu na Yesu, Na nzel
D:\Project\Project-On\CANTIQUE D'ADORATION\Nalingi yo nalingi yo.ppt	OK	1	226	382.NALINGI YO, NA LINGI YO ( E ) Nalingi Yo, nallingi Yo, nalingi Yo Yesu; P’opamboli bomoi na ngai na Liloba ya tango. Nakumisi Yo, na sanjoli Yo, natomboli Kombo na Yo e e e Yango motema etondi n’esengo.
D:\Project\Project-On\CANTIQUE D'ADORATION\Namikolo na liboso.ppt	OK	3	467	563.NAMIKOLO NA LIBOSO Namikolo na liboso, Boloji be, Mpo ete naboyi Yesu, Koyoka te, Ngai naluki na molili, Nkembo na makambo pamba Nde nzwi bobele mawa Bololo mpe. (x2) | Sik’awa, namoni solo, Pole na Ye, Ye atanisi li
D:\Project\Project-On\CANTIQUE D'ADORATION\Namupenda Yesu.ppt	OK	5	520	383.NAMUPENDA YESU ( G ) * Namupenda Yesu (x3) Asifiwe Amen (x2) Asifiwe, Alleluia ! Asifiwe Amen (x2) | * Nalingi nkolo Yesu (x3) Akumama , Amen ! (x2) Akumama, Alleluia ! Akumama, Amen ! (x2) | * Ndjimunanga Yesu (x3) 
D:\Project\Project-On\CANTIQUE D'ADORATION\NATONDI YO     Kwete.ppt	OK	3	476	NATONDI YO / NZAMBE NA NGAI MPO NA MAWA NA YO / EPAYI NA NGAI OSALI MINGI MPO NA NGAI / NKOLO YESU NA PESA YO NINI NA PESI BOMOYI NA NGAI NA YO NAKOSALELA YO / NABOMOYI NA GAI KINO OKOZONGA KOMEMA NGAI NA LOLA. | 1. NZAM
D:\Project\Project-On\CANTIQUE D'ADORATION\Nazali mopaya na mokili oyo.ppt	OK	6	793	NAZALI MOPAYA NA MOKILI OYO Nazali mopaya na mokili oyo Mboka na ngai ya seko Ezali na lola, Mokolo mosusu, Nakozanga na ngai Nakokende na ngai seko | Chœur Namipesi na yo Nkolo na ngai Yesu Lisalisi na ngai ewuti epayi 
D:\Project\Project-On\CANTIQUE D'ADORATION\Ne crains pas la tempête.ppt	OK	2	454	567.NE CRAINS PAS LA TEMPETE Ne crains pas la tempête Reste tranquille, La paix viendra Relève donc la tête, Regarde à Jésus : Il pourvoira ! Qu’importe l’adversaire ! Reste tranquille, Il est vaincu Au nom Puissant de J
D:\Project\Project-On\CANTIQUE D'ADORATION\Ne crains rien je t'aime.ppt	OK	6	1049	70. NE CRAINS RIEN JE T’AIME ( G ) Ne crains rien je t’aime ! Je suis avec toi Promesse suprême Qui soutient ma foi La sombre vallée N’a plus de terreur L’âme consolée Je marche avec mon Sauveur | Non, jamais tout seul (
D:\Project\Project-On\CANTIQUE D'ADORATION\Ne me separe pas de ma croix.ppt	OK	5	786	NE ME SEPARE PAS DE MA CROIX Chœur Ne me sépare pas de ma croix, Croix victorieuse Car c’est tout mon trésor ici bas Croix victorieuse | C’est ma force dans ma faiblesse Croix victorieuse (x2) Ne me sépare pas de ma croi
D:\Project\Project-On\CANTIQUE D'ADORATION\Ne m'oublie pas o doux sauveur (2).ppt	OK	8	810	NE M’OUBLIE PAS O DOUX SAUVEUR ( Ab ) * Ne m’oublie pas, ô doux Sauveur, écoutes ma voix; Quand aux autres,Tu répondras Ne m’oublie pas. | Sauveur, Sauveur, Écoutes ma voix; Quand les autres Tu appelles, Ne m’oublie pas.
D:\Project\Project-On\CANTIQUE D'ADORATION\Ne m'oublie pas o doux sauveur.ppt	OK	8	815	69. NE M’OUBLIE PAS O DOUX SAUVEUR ( Ab ) * Ne m’oublie pas, ô doux Sauveur, écoutes ma voix; Quand Tu répondras aux autres, Ne m’oublie pas. | Sauveur, Sauveur, Écoutes ma voix; Quand les autres Tu appelles, Ne m’oublie
D:\Project\Project-On\CANTIQUE D'ADORATION\Neema.ppt	OK	6	886	6. ATTIRE-MOI PLUS PRES ( Ab ) Je suis Tien, Seigneur, j’ai saisi Ta voix, Me parlant de Ton amour, Mon ardent désir : grandir dans la foi Et être plus près de Toi. | Attire-moi plus près, Seigneur béni, De la croix où T
D:\Project\Project-On\CANTIQUE D'ADORATION\Nekulonda musungidi.ppt	OK	8	725	384.NEKULONDA MUSUNGIDI ( C ) * Nekulonda Musungidi Mwaba onso Uwayaa Tshena ne mwaba mukwabu Mukalenga nekulonde. | Nekulonda Musungidi Bwalu waka mpikula Nansha bonso bakubenga Nekulonda Kanshidi | * Nansha kwikala mak
D:\Project\Project-On\CANTIQUE D'ADORATION\NENA NA MWAMBA.ppt	OK	11	927	NENA NA MWAMBA Shida nyingi jangwani Kisha Mwamba ku pigwa Mungu kasema « Musa Usinupige tena » Mwamba ulipasuka Ukayatowa maji | Nena sasa na Mwamba Usi upige tena Mwamba ulipasuka Ukayatowa maji | Kulikuwa na muke Aliy
D:\Project\Project-On\CANTIQUE D'ADORATION\N'est-il pas merveilleux.ppt	OK	7	934	566.N’EST-IL PAS MERVEILLEUX, NOTRE MAITRE N’est-Il pas merveilleux (3x) Notre Maître, Invisible aux humains, Mais présent pour tous les siens, Oui Jésus n’est-Il pas merveilleux ? | Certes Il est merveilleux (3x) Notre 
D:\Project\Project-On\CANTIQUE D'ADORATION\Ngai nakenda maboko pamba.ppt	OK	14	1361	386.NGAI NAKENDA MABOKO PAMBA ( Eb ) * Ngai nakenda Maboko pamba Kuna mboka Mokonzi na ngai! Nakopesa na Yesu nini ? Ye akufelaki ngai. | Soko ngai nakokende solo, Na maboko na pamba nde, Nakoyoka mpe soni mingi Ekokoma 
D:\Project\Project-On\CANTIQUE D'ADORATION\Njambe batelaka ngai.ppt	OK	8	633	559.NJAMBE BATELAKA NGAI Njambe batelaka ngai Penepene yesu, Ete ngai nakanisa Kufa na mokonji | Choeur Sanjola ! Sanjola ! Mpo na ekulusu Kuna Ye akufeli Bato mabe yonso. | Bamosusu bakoya, Bakoluka Yesu, Pelamoko mpe n
D:\Project\Project-On\CANTIQUE D'ADORATION\Nkolo aboyaka moto te.ppt	OK	6	770	387.NKOLO YESU ABOYAKA MOTO TE ( D ) * Nkolo Yesu aboyaka moto te Ata ozali mabe ndenge yonso, Akobenga yo kaka, Oya epai na Ye Akobongola yo okoma mosantu | Choeur Na zali koluka ba mpate na Yesu Babungaki kala na kati 
D:\Project\Project-On\CANTIQUE D'ADORATION\Nkolo ajali mwinda na ngai.ppt	OK	5	795	560.NKOLO AJALI MWINDA NA NGAI Nkolo ajali mwinda na ngai Nabanga nini ? Nkolo ajali mosungi na ngai Na kima nini ? Ntango mokili ekoyina ngai na kobanga té Mpo ete Nkolo na ngai ajali liboso na ngai. | Ata soki tata na 
D:\Project\Project-On\CANTIQUE D'ADORATION\Nkolo Yesu aboyaka moto te.ppt	OK	5	601	387.NKOLO YESU ABOYAKA MOTO TE ( D ) * Nkolo Yesu aboyaka moto te Ata ozali mabe ndenge yonso, Akobenga yo kaka, Oya epai na Ye Akobongola yo okoma mosantu | Na zali koluka ba mpate na Yesu Babungaki kala na kati ya lopa
D:\Project\Project-On\CANTIQUE D'ADORATION\Noma noma.ppt	OK	1	114	389.NOMA! NOMA ! ( A ) * Noma! Edeli novela Sizo tangaza, sizo tangaza Tangaza ! Tangaza !
D:\Project\Project-On\CANTIQUE D'ADORATION\Non nous ne saurions nous taire.ppt	OK	8	1005	71. NON NOUS NE SAURIONS NOUS TAIRE ( F ) * Non, nous ne saurions nous taire, Devant tant de cœurs souffrants, Resteriez-vous sans rien faire ? Seriez-vous indifférents ? | Sous la croix, rien n’est pénible, En avant! Fr
D:\Project\Project-On\CANTIQUE D'ADORATION\Notre Dieu règne encore.ppt	OK	2	309	390.NOTRE DIEU REGNE ENCORE ( D ) * Notre Dieu règne encore, Jamais Son amour ne s’endort ! Le vent se déchaîne, Et nos cœurs sont en peine, Mais Dieu nous conduit, Jusqu’au Port. | * Notre Dieu règne encore, Jamais Son 
D:\Project\Project-On\CANTIQUE D'ADORATION\N'oubliez pas la prière.ppt	OK	1	157	247. N’OUBLIEZ PAS LA PRIERE ( F ) N’oubliez pas la prière en famille Jésus veut vous trouver là Il va s’occuper de vous N’oubliez pas la prière en famille.
D:\Project\Project-On\CANTIQUE D'ADORATION\Nous attendons le sauveur glorieux.ppt	OK	8	1262	391.NOUS ATTENDONS LE SAUVEUR GLORIEUX ( G ) * Nous attendons le Sauveur glorieux D’un cœur joyeux, rempli de confiance. Il va régner sur la terre et les cieux, Dans le beau jour de notre délivrance. | Voir face à face N
D:\Project\Project-On\CANTIQUE D'ADORATION\Nous marchons dans la lumière.ppt	OK	3	405	200. NOUS MARCHONS DANS LA LUMIERE ( G ) Nous marchons dans la lumière (3x) Dans la lumière de ce jour Marchons, marchons dans la lumière (3x) Dans la lumière de ce jour. | Nous montons à la maison (3x) A la maison du Se
D:\Project\Project-On\CANTIQUE D'ADORATION\Nous marchons vers Sion.ppt	OK	8	1316	154. NOUS MARCHONS VERS SION (G) * Laissons voir notre joie, Nous qui aimons le Seigneur, Joignons au chant un doux accord, Joignons au chant un doux accord, Et environnant le trône, Et environnant le trône. | Nous march
D:\Project\Project-On\CANTIQUE D'ADORATION\NOUS NE SAURIONS NOUS TAIRE cantique.ppt	OK	8	996	NOUS NE SAURIONS NOUS TAIRE Non, nous ne saurions nous taire Devant tant cœurs souffrants. Resterez-vous sans rien faire ? Seriez-vous indifférents ? | Refrain Sous la croix, rien n’est pénible. En avant ! Frère, débout 
D:\Project\Project-On\CANTIQUE D'ADORATION\Nous nous sentons si bien.ppt	OK	2	461	183. NOUS NOUS SENTONS SI BIEN ( F ) * Nous nous sentons si bien en parlant du bon vieux chemin, Nous nous sentons si bien en parlant du Seigneur; Continuons, continuons à parler du bon vieux chemin. Continuons, continuo
D:\Project\Project-On\CANTIQUE D'ADORATION\Nous sommes en marche.ppt	OK	1	310	278.NOUS SOMMES EN MARCHE, SEIGNEUR ( D ) Nous sommes en marche(x2) Je peux entendre le bruissement du vent dans les mûrier Et je sais, je sais, je sais que c’est en marche. Avance mon Frère Avance ma Sœur C’est le jour 
D:\Project\Project-On\CANTIQUE D'ADORATION\Nous sommes le peuple du Dieu vivant.ppt	OK	6	850	544.NOUS SOMMES LE PEUPLE DE DIEU * Nous sommes le peuple du Dieu Vivant Nous fumes acquis par le Sang Répandu à la Croix pour le péché Nous Lui appartenons. | * Nous marchons au Nom Jésus le Christ Ce Nom qui fait tombe
D:\Project\Project-On\CANTIQUE D'ADORATION\Nous trouvons bien des gens.ppt	OK	4	728	393.NOUS TROUVONS BIEN DES GENS ( F ) * Nous trouvons bien des gens qui ne peuvent comprendre Pourquoi nous sommes si heureux, libres, Nous sommes passés du Jourdain au beau Canaan, Ceci est comme le Ciel pour moi. | Cec
D:\Project\Project-On\CANTIQUE D'ADORATION\Nous verrons le roi.ppt	OK	1	200	394.NOUS VERRONS LE ROI ( E ) * Nous verrons le Roi, (x2) Nous verrons le Roi, Car IL vient, car Il vient; Il vient avec puissance; Dans ce jour béni Nous verrons le Roi, car Il vient.
D:\Project\Project-On\CANTIQUE D'ADORATION\Nous voici reuni louant le Seigneur.ppt	OK	2	401	395. NOUS VOICI REUNI LOUANT LE SEIGNEUR ( D ) Nous voici réuni 2x louant le Seigneur, Nous voici réuni d’un même accord, Une bénédiction est en route; La Parole nous est révélée Nous voici réunis, louant le Seigneur | W
D:\Project\Project-On\CANTIQUE D'ADORATION\Nsango na Yesu.ppt	OK	4	279	396.NSANGO NA YESU ( G ) * Nsango malamu epanzani Na mokili mobimba (x2) | * Nsango na Yesu, Nsango kitoko epanzani, Na mokili mobimba (x2) | * Nkombo na Yesu, Nkombo na nguya Epanzani na mokili mobimba (x2) | * Nguya na
D:\Project\Project-On\CANTIQUE D'ADORATION\O prends mon âme.ppt	OK	6	874	73. OH ! PRENDS MON AME ( Em ) Oh ! Prend mon âme, prend-la Seigneur Et que Ta flamme brûle dans mon cœur Que tout mon être vibre pour toi. Sois seul mon Maître ô Divin Roi. | Source de vie, de paix, d’amour Vers Toi je 
